Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	27/74	7.887690e-04	5.270411e-02	0	0	2.290826e+00	1.636804e+01	RYR2;LAMA2;ITGB3;ITGA2B;CACNA1C;SLC8A1;CACNG7;SGCD;SGCA;CDH2;DMD;CTNNA3;CACNG2;CACNG3;SGCG;TCF7L1;ACTN3;ACTN2;ACTN1;CACNA2D1;CACNA2D3;CACNB2;CACNB4;DES;ITGA10;ITGA8;ITGA7
WikiPathways_2024_Human	Monoamine GPCRs WP58	15/33	8.820133e-04	5.402332e-02	0	0	3.319191e+00	2.334488e+01	CHRM2;HTR1E;CHRM4;CHRM5;HTR2B;ADRB1;ADRA1D;ADRB2;HTR2A;HTR4;HTR5A;ADRA1A;ADRA2B;HTR7;ADRB3
WikiPathways_2024_Human	Cell Lineage Map For Neuronal Differentiation WP5417	42/132	9.773441e-04	5.525753e-02	0	0	1.862915e+00	1.291125e+01	SNAP25;TPH1;NLGN1;CHAT;TNC;SLC1A2;TWIST2;AQP4;SLC6A1;SOX2;SOX17;CDH2;TUBB3;MAP2;NEFL;HOMER3;NEFM;SLC17A7;CACNG2;CD34;SLC18A3;NGFR;FOXD3;GABBR1;RBFOX3;MOG;HOMER2;TPM1;SYP;HTR5A;S100B;ADRA2B;GFAP;CLDN11;DLG2;GLRB;DLG4;DCX;CSPG4;LMX1B;SHANK3;ERAS
WikiPathways_2024_Human	ADHD And Autism ASD Pathways WP5420	99/370	1.116324e-03	5.571925e-02	0	0	1.462651e+00	9.942686e+00	PNMT;HTR4;GRIP1;HTR7;SCN11A;SCN9A;HOMER3;SCN1B;SCN1A;CUBN;PDGFRA;PRKCB;GABRG2;GABRG1;AGTR1;GRIA1;TPH2;GRIA2;TPH1;MAOB;ASMT;PIK3R2;PIK3R1;ADRB2;CACNA1C;GRIN2A;PRKAR2B;SCN3B;SCN3A;SULT1A3;GRIA3;GRIA4;HTR1E;HOMER2;CNTN6;BHMT;DLG2;GKAP1;DLG4;CNTN1;CNTN2;CNTN3;CNTN4;SCN2B;CNTNAP3;SNAP25;CNTNAP1;HTR2B;ADRA1D;HTR2A;CSAD;SLC6A1;WDR45;ADRA1A;GRM6;AOX1;NOS1;DLGAP2;ADSL;SLC32A1;HTR3E;AMPD1;SYP;HTR3B;ADORA2A;KIT;SCN4A;SCN4B;VAMP2;CNTNAP4;NLGN3;NLGN1;PRKAA2;NLGN2;KCNA1;HDC;NRXN1;KCNA2;NRXN3;KCNA4;NRXN2;KCNA5;CYP3A4;CACNG7;CNR1;SCN7A;NCAM1;CACNG2;CACNG3;GABRA1;GABBR1;NLGN4X;GABRA5;AKR1C1;SORBS2;RIT2;SLC25A32;CDO1;ADGRL3
WikiPathways_2024_Human	Peptide GPCRs WP24	26/72	1.166461e-03	5.571925e-02	0	0	2.253514e+00	1.521974e+01	NPY2R;OPRL1;CCKAR;EDNRB;GALR2;GALR1;CCR6;NTSR1;CCR10;LHCGR;AVPR1B;AVPR2;TACR2;NPY1R;TACR3;AVPR1A;TACR1;NMBR;SSTR2;SSTR4;MC1R;CCKBR;FSHR;AGTR1;AGTR2;ACKR1
WikiPathways_2024_Human	Purinergic Signaling WP4900	15/34	1.287427e-03	5.571925e-02	0	0	3.144300e+00	2.092566e+01	P2RY12;GNAZ;P2RY11;P2RY14;LPAR4;GNAI1;GNAO1;P2RX7;P2RX6;P2RY4;ADORA2A;P2RX2;ADORA3;P2RX1;P2RY1
WikiPathways_2024_Human	Ganglio Sphingolipid Metabolism WP1423	8/13	1.288745e-03	5.571925e-02	0	0	6.366916e+00	4.236601e+01	ST8SIA1;ST8SIA3;B3GALT1;ST3GAL5;ST8SIA5;B4GALNT1;A3GALT2;ST6GALNAC6
WikiPathways_2024_Human	13Q12 12 Copy Number Variation WP5406	14/32	2.044863e-03	8.349858e-02	0	0	3.097139e+00	1.917880e+01	DTNA;ADIPOQ;C1QTNF9;TRAF1;C1QTNF9B;MAG;SGCD;SGCA;SACS;SSPN;DMD;FLNC;SGCG;SNTA1
WikiPathways_2024_Human	Complement Activation WP545	11/23	2.602444e-03	9.830243e-02	0	0	3.648841e+00	2.171536e+01	CFD;C4B;C4A;C6;C1S;C7;C1R;MASP2;MASP1;CFP;CFB
WikiPathways_2024_Human	Serotonin And Anxiety WP3947	9/17	2.674896e-03	9.830243e-02	0	0	4.477012e+00	2.652113e+01	CAMK2B;POMC;GABRA1;ARC;PRKCB;TRPV1;HTR2A;ADRA1A;PLCD4
WikiPathways_2024_Human	Cardiomyocyte Signaling Converging On Titin WP5344	14/33	2.901702e-03	1.015596e-01	0	0	2.933948e+00	1.714147e+01	TRIM63;NPR1;FHL1;CAMK2A;ADRB1;ADRB2;TTN;CSRP3;ANKRD1;PRKG2;TCAP;ANKRD2;RAF1;CRYAB
WikiPathways_2024_Human	MFAP5 Effect On Permeability And Motility Of Endothelial Cells WP4560	9/18	4.402221e-03	1.470742e-01	0	0	3.979317e+00	2.159037e+01	MFAP5;ITGB3;ACTN1;MYL2;PXN;ITPR1;LPP;VCL;MYLK
WikiPathways_2024_Human	Splicing Factor NOVA Regulated Synaptic Proteins WP4148	16/42	5.438937e-03	1.646033e-01	0	0	2.450478e+00	1.277721e+01	NTNG1;CADM3;CADM1;CAV2;GRIK2;ANK3;EFNA5;GABRG2;CDH2;CHL1;EPB41L3;KCNQ2;KCNMA1;STX2;CAMK2G;MAPK4
WikiPathways_2024_Human	Complement System WP2806	30/95	5.449998e-03	1.646033e-01	0	0	1.839795e+00	9.589269e+00	CRP;CFD;FCN2;LAMA5;APCS;FKBP2;CLEC4M;CFH;C1S;ITGB3;ITGA2B;CFI;F13A1;CFP;C4A;VTN;C6;C7;VSIG4;ELANE;PRNP;CSNK1A1;ADIPOQ;DCN;MASP2;PTX3;MASP1;SFTPA1;KLKB1;CFB
WikiPathways_2024_Human	Myometrial Relaxation And Contraction Pathways WP289	45/156	5.598751e-03	1.646033e-01	0	0	1.617442e+00	8.386780e+00	RYR1;CAMK2B;RYR2;CAMK2A;ITPR1;LPAR1;ADCY4;ADCY2;SLC8A1;CRHR1;RYR3;ADCY5;RGS5;CNN1;RGS2;GNG3;GNG2;GNG5;CALD1;PRKAR2B;GNG7;GNG8;IGFBP6;NOS1;RGS9;CAMK2G;RGS6;IGFBP5;PRKCB;PDE4D;GUCA2B;GNG11;GUCA2A;ACTA2;ACTA1;ACTC1;MYL2;GPR182;RGS10;GNB3;PRKD1;GNB5;RGS11;PKIG;RAMP1
WikiPathways_2024_Human	NO cGMP PKG Mediated Neuroprotection WP4008	17/46	6.043394e-03	1.708421e-01	0	0	2.334435e+00	1.192614e+01	CAMK2B;NPR1;ACTN2;CAMK2A;PDE2A;NPPB;GRIN2A;DLG4;NPPA;PDE3A;BCL2;NEFL;PRKG2;CNGA3;NOS1;CAMK2G;CNGB1
WikiPathways_2024_Human	Endothelin Pathways WP2197	13/32	6.312612e-03	1.718433e-01	0	0	2.723701e+00	1.379610e+01	PTGIR;NPY1R;ADRB1;ADRA1A;GNAI1;MYLK;CNN1;EDNRB;MYL1;NPY;GNB5;RAF1;RAMP1
WikiPathways_2024_Human	Hormonal Control Of Pubertal Growth Spurt WP4194	4/5	6.854647e-03	1.799345e-01	0	0	1.590543e+01	7.925401e+01	GH1;SST;GNRH1;IGF1
WikiPathways_2024_Human	G Protein Signaling WP35	28/91	1.037141e-02	2.524066e-01	0	0	1.770990e+00	8.091126e+00	GNAZ;PDE1C;PDE1B;PDE1A;ITPR1;ADCY4;ADCY2;AKAP6;GNAI1;ADCY5;AKAP12;GNG10;GNG3;GNG5;PRKAR2B;GNG7;GNG8;PDE8B;PRKCB;PDE4D;PDE4C;GNG11;GNAO1;GNAL;GNB3;PRKD1;GNB5;PDE7B
WikiPathways_2024_Human	GPCRs Other WP117	28/91	1.037141e-02	2.524066e-01	0	0	1.770990e+00	8.091126e+00	CHRM2;PTGFR;OR1E1;GPR88;ADRA1D;GPR62;HTR2A;ADRB2;MCHR2;HTR7;CNR1;ADORA3;S1PR1;NTSR1;GPR135;GPR17;P2RY11;SSTR2;GPR162;ADGRD1;CCKBR;LTB4R2;ADORA2A;FSHR;VN1R1;ACKR1;ADGRL2;ADGRL3
WikiPathways_2024_Human	Hunger And Satiety WP5445	5/8	1.064572e-02	2.524066e-01	0	0	6.628081e+00	3.010870e+01	POMC;PYY;LEP;NPY;GCG
WikiPathways_2024_Human	Alternative Pathway Of Fetal Androgen Synthesis WP4524	6/11	1.195494e-02	2.745900e-01	0	0	4.772809e+00	2.112737e+01	HSD3B2;CYP11A1;HSD17B3;AKR1C2;HSD17B6;CYP17A1
WikiPathways_2024_Human	GPCRs Class B Secretin Like WP334	10/24	1.306436e-02	2.856277e-01	0	0	2.842188e+00	1.232903e+01	ADCYAP1R1;VIPR2;GIPR;GCGR;GLP2R;PTH1R;CRHR1;ADGRL2;CRHR2;ADGRL3
WikiPathways_2024_Human	Eicosanoid Metabolism Via Cyclooxygenases COX WP4719	12/31	1.321271e-02	2.856277e-01	0	0	2.513558e+00	1.087510e+01	PTGFR;PTGIR;PTGIS;HPGD;PTGDR2;PLA2G4B;CYP4A22;CYP4A11;PLA2G5;PTGDS;PTGR2;PTGS1
WikiPathways_2024_Human	SCFA And Skeletal Muscle Substrate Metabolism WP4030	4/6	1.728456e-02	3.629757e-01	0	0	7.952215e+00	3.226963e+01	PYY;FFAR3;GCG;SLC2A4
WikiPathways_2024_Human	Synaptic Vesicle Pathway WP2267	17/51	1.852165e-02	3.771885e-01	0	0	1.990512e+00	7.939783e+00	SNAP25;UNC13C;SLC32A1;CACNA1B;CACNA1A;ATP1A2;SYP;SYN2;CPLX3;RIMS1;STX1B;SLC17A7;SLC17A8;STX2;SLC25A4;VAMP2;SLC18A3
WikiPathways_2024_Human	Endochondral Ossification With Skeletal Dysplasias WP4808	20/63	1.957185e-02	3.771885e-01	0	0	1.851981e+00	7.285069e+00	CDKN1C;HDAC4;MEF2C;PTH1R;IGF1;FGF2;GLI3;BMP6;GHR;ADAMTS4;ADAMTS5;GH1;ADAMTS1;MGP;TIMP3;NKX3-2;SOX5;DDR2;FGFR1;BMPR1A
WikiPathways_2024_Human	Endochondral Ossification WP474	20/63	1.957185e-02	3.771885e-01	0	0	1.851981e+00	7.285069e+00	CDKN1C;HDAC4;MEF2C;PTH1R;IGF1;FGF2;GLI3;BMP6;GHR;ADAMTS4;ADAMTS5;GH1;ADAMTS1;MGP;TIMP3;NKX3-2;SOX5;DDR2;FGFR1;BMPR1A
WikiPathways_2024_Human	Steroid Hormone Precursor Biosynthesis WP5277	5/9	2.001408e-02	3.771885e-01	0	0	4.970749e+00	1.944219e+01	HSD3B2;CYP21A2;CYP11A1;AKR1C1;CYP17A1
WikiPathways_2024_Human	PKC Gamma Calcium Signaling In Ataxia WP4760	9/22	2.078258e-02	3.798523e-01	0	0	2.754222e+00	1.066886e+01	GRIA1;GRIA2;ITPR1;CACNA1A;ATP2B2;HOMER3;RYR3;GRIA3;GRIA4
WikiPathways_2024_Human	Renin Angiotensin Aldosterone System RAAS WP4756	15/44	2.118904e-02	3.798523e-01	0	0	2.058768e+00	7.935050e+00	CAMK2B;CALML5;HSD3B2;CMA1;CAMK2A;ITPR1;CALML4;CYP11A1;CYP21A2;CYP11B2;AGTR1;CTSG;AGTR2;CAMK1;CAMK2G
WikiPathways_2024_Human	Pluripotent Stem Cell Differentiation Pathway WP2848	16/48	2.194153e-02	3.839768e-01	0	0	1.990265e+00	7.601565e+00	ALK;CNTF;WNT2B;FST;FLT3LG;IGF1;FGF1;FGF2;GDF5;INS;TPO;KITLG;TF;KIT;IL6R;FGF10
WikiPathways_2024_Human	Prostaglandin Synthesis And Regulation WP98	15/45	2.602867e-02	4.190910e-01	0	0	1.990017e+00	7.260691e+00	PTGFR;PTGIR;PTGIS;HPGD;AKR1C1;PTGER3;AKR1C2;MITF;PRL;PTGS1;HPGDS;EDNRB;CYP11A1;PTGDS;PPARGC1B
WikiPathways_2024_Human	Metapathway Biotransformation Phase I And II WP702	48/183	2.640950e-02	4.190910e-01	0	0	1.417480e+00	5.151168e+00	GSTT2;CYP46A1;CYP3A4;HS6ST3;CYP17A1;NDST2;CYP4Z1;CYP26B1;CYP11A1;CHST10;UGT1A9;GSTT2B;SULT1A4;GAL3ST3;SULT4A1;UGT1A7;SULT1A2;CHST8;GSTM3;CHST9;GSTM2;UGT2B11;GSTM1;GPX3;AKR1C1;UGT2B15;UGT2B17;CYP4B1;AKR1C2;KCNAB1;HS3ST5;FMO2;HS3ST6;KCNAB3;CYP8B1;FMO5;INMT;CYP2C8;CYP27C1;CYP2A6;CYP11B2;CYP21A2;CYP11B1;CYP1A1;CYP2E1;CHST5;GSTM5;CHST3
WikiPathways_2024_Human	Focal Adhesion PI3K Akt mTOR Signaling WP3932	75/303	2.717354e-02	4.190910e-01	0	0	1.312623e+00	4.732676e+00	CHRM2;CAB39L;ITGB3;FLT4;ITGA2B;TNC;IRS4;PRL;HIF3A;SLC2A4;FGF1;FGF2;GYS2;GHR;FGF7;FGF9;TNR;NOS1;IL6R;PDGFRA;STRADA;OSMR;NGF;TBC1D1;EIF4E1B;COL6A2;KIT;COL4A6;ITGA8;ITGA7;RAF1;LAMA5;TNXB;PRKAA2;LAMA2;LAMA4;LPAR1;PIK3R2;LPAR4;PIK3R1;EFNA5;THBS4;INS;THBS3;VTN;GNG10;GNG3;RELN;GNG2;GNG5;GNG7;CHAD;GNG8;FGF22;NGFR;ANGPT4;ANGPT1;LAMB2;IGF1;PPP2R3A;GNG11;FGF17;FGF16;KITLG;FGF14;PPP2R2B;ITGA10;COL5A3;GNB3;FGF13;FGF12;FGF11;FGFR2;FGFR1;FGF10
WikiPathways_2024_Human	Classcl Pathway Steroidogenesis W Glucocort Mineralocort Metab WP4523	7/16	2.736921e-02	4.190910e-01	0	0	3.093483e+00	1.113139e+01	HSD3B2;CYP21A2;CYP11A1;CYP11B2;CYP11B1;HSD17B3;CYP17A1
WikiPathways_2024_Human	Major Receptors Targeted By Epinephrine And Norepinephrine WP4589	7/16	2.736921e-02	4.190910e-01	0	0	3.093483e+00	1.113139e+01	ADCY4;ADRB1;ADCY2;ADRA1D;ADRB2;ADRA2B;ADCY5
WikiPathways_2024_Human	Galanin Receptor Pathway WP4970	7/16	2.736921e-02	4.190910e-01	0	0	3.093483e+00	1.113139e+01	CRP;CDKN1C;POMC;ADIPOQ;SLC2A4;VAMP2;INS
WikiPathways_2024_Human	Genes Targeted By miRNAs In Adipocytes WP1992	6/13	3.075643e-02	4.585984e-01	0	0	3.408722e+00	1.186800e+01	HDAC4;HCN4;KCNE1;HAND2;IGF1;PTBP2
WikiPathways_2024_Human	Regulation Of Actin Cytoskeleton WP51	40/150	3.119717e-02	4.585984e-01	0	0	1.449066e+00	5.024533e+00	CHRM2;CHRM4;CHRM5;PXN;PIK3R2;PIK3C2G;PIK3R1;FGF1;FGF2;FGD1;MYLK;FGF5;FGF7;FGF9;CFL2;PIP5K1C;PAK3;WASF1;FGF22;MAPK4;PDGFRA;PPP1R12A;GSN;ACTN1;RDX;FGF17;FGF16;FGF14;MRAS;MYL1;ARHGEF4;RAF1;FGF13;FGF12;VCL;FGF11;FGFR2;FGFR1;FGF10;ARHGEF6
WikiPathways_2024_Human	Glial Cell Differentiation WP2276	4/7	3.395241e-02	4.764559e-01	0	0	5.301145e+00	1.793269e+01	GAP43;MAG;PLP1;TPPP
WikiPathways_2024_Human	Focal Adhesion WP306	51/199	3.395942e-02	4.764559e-01	0	0	1.373692e+00	4.646637e+00	ITGB3;ITGA2B;TNC;ILK;ARHGAP5;MYLK;TNR;PDGFRA;PPP1R12A;PRKCB;ACTN1;MYL7;MYL2;COL6A2;COL4A6;ITGA8;ITGA7;TLN1;RAF1;PPP1R12B;MYL9;PPP1R12C;VCL;BLK;SHC4;LAMA5;SHC2;TNXB;LAMA2;LAMA4;PXN;PIK3R2;PIK3R1;THBS4;THBS3;VTN;RELN;RAP1A;CHAD;FLNA;PIP5K1C;FLNC;PAK3;CAV3;CAV2;LAMB2;IGF1;MAPK10;ITGA10;COL5A3;BCL2
WikiPathways_2024_Human	Ectoderm Differentiation WP2858	37/138	3.435668e-02	4.764559e-01	0	0	1.459555e+00	4.920100e+00	NLGN1;CTNND2;SCHIP1;LDB2;JAKMIP1;CDH8;GLI3;EDA2R;SOX2;SOCS2;BOC;CCL2;DMD;ANKS1B;CDON;SNCA;CAP2;TTC14;TCF7L1;ELOVL4;FZD4;ZBTB16;NFATC1;SORCS1;POU2F2;ZFHX4;RGMA;PAN2;CLDN11;ARHGAP10;PLCXD3;SGSM3;ZNF219;ROR2;FGFR2;ASTN1;BMPR1A
WikiPathways_2024_Human	Markers Of Kidney Cell Lineage WP5236	18/59	3.810374e-02	5.186343e-01	0	0	1.747435e+00	5.709645e+00	EGLN1;EGLN2;CITED1;OSR1;TNC;TCF21;NTN1;DCN;ACTA2;FGF7;SFRP1;DES;GDNF;KIT;RSPO3;RARB;RSPO1;FAT4
WikiPathways_2024_Human	Dravet Syndrome WP5200	10/28	4.030761e-02	5.386562e-01	0	0	2.210037e+00	7.096903e+00	MAPK11;CAMK2A;KCNA2;SCN3B;FGF13;SCN3A;SCN4B;SCN1B;SCN1A;SCN2B
WikiPathways_2024_Human	Monoamine Transport WP727	11/32	4.245225e-02	5.571858e-01	0	0	2.083876e+00	6.583748e+00	TPH2;SLC5A7;HRH3;ADORA2A;IL1R1;ITGB3;TGFB1I1;AMPH;NOS1;SLC6A1;FBXO32
WikiPathways_2024_Human	Vitamin D Sensitive Calcium Signaling In Depression WP4698	12/36	4.389944e-02	5.589520e-01	0	0	1.989277e+00	6.218188e+00	TPH2;TPH1;GRIN2A;KCNQ2;ITPR1;ATP2B4;BCL2;ATP2B3;ATP2B2;CACNA1C;GGT1;SLC8A1
WikiPathways_2024_Human	Serotonin And Anxiety Related Events WP3944	6/14	4.486826e-02	5.589520e-01	0	0	2.982445e+00	9.257584e+00	NLGN1;ARC;PRKCB;HTR2A;PLCD4;CRHR1
WikiPathways_2024_Human	Glucocorticoid Biosynthesis WP5280	6/14	4.486826e-02	5.589520e-01	0	0	2.982445e+00	9.257584e+00	CYP21A2;CYP11B2;AKR1C1;CYP11B1;AKR1C2;CYP3A4
WikiPathways_2024_Human	Serotonin Transporter Activity WP1455	5/11	5.143349e-02	6.097358e-01	0	0	3.313418e+00	9.832454e+00	TPH2;IL1R1;ITGB3;TGFB1I1;NOS1
WikiPathways_2024_Human	PAFAH1B1 Copy Number Variation WP5409	5/11	5.143349e-02	6.097358e-01	0	0	3.313418e+00	9.832454e+00	CLIP1;RELN;TUBA1A;DCX;VLDLR
WikiPathways_2024_Human	Nucleotide GPCRs WP80	5/11	5.143349e-02	6.097358e-01	0	0	3.313418e+00	9.832454e+00	P2RY4;ADORA2A;ADORA3;P2RY1;LPAR4
WikiPathways_2024_Human	15Q25 Copy Number Variation WP5408	14/45	5.398257e-02	6.297967e-01	0	0	1.796874e+00	5.245244e+00	RYR1;RYR2;SH3GL3;BNC1;HOMER2;ITPR1;NMBR;AP3B2;CPEB1;GOLGA6L4;ADAMTSL3;FSD2;RAF1;SHANK3
WikiPathways_2024_Human	PI3K Akt Signaling WP4172	80/338	5.937596e-02	6.818958e-01	0	0	1.236534e+00	3.491807e+00	IFNA5;CHRM2;ITGB3;FLT4;ITGA2B;TNC;PRL;FGF1;FGF2;GYS2;FGF5;GHR;FGF7;FGF9;TNR;IL6R;PDGFRA;FLT3LG;OSMR;NGF;EIF4E1B;COL6A2;KIT;COL4A3;COL6A1;COL4A6;ITGA8;COL4A5;ITGA7;RAF1;LAMA5;TNXB;PRKAA2;LAMA2;LAMA4;LPAR1;PIK3R2;LPAR4;PIK3R1;EFNA5;THBS4;INS;THBS3;VTN;GNG10;GNG3;RELN;GNG2;GNG5;GNG7;NTF3;CHAD;GNG8;FGF22;IFNA21;NTRK1;NGFR;ANGPT4;ANGPT1;LAMB2;LAMB4;IGF1;PPP2R3A;GNG11;FGF17;GH1;KITLG;G6PC2;FGF14;PPP2R2B;ITGA10;BCL2;GNB3;GNB5;FGF13;FGF12;FGFR2;FGF11;FGFR1;FGF10
WikiPathways_2024_Human	Complement And Coagulation Cascades WP558	17/58	6.087675e-02	6.883756e-01	0	0	1.649944e+00	4.618034e+00	CFD;C1S;CFH;C1R;CFI;TFPI;CLU;SERPINA5;C4B;F8;F9;C6;C7;MASP2;MASP1;KLKB1;CFB
WikiPathways_2024_Human	Corticotropin Releasing Hormone Signaling WP2355	25/92	6.263428e-02	6.975181e-01	0	0	1.485349e+00	4.115074e+00	GNAZ;PRKAA2;CAMK2A;GNAI1;CACNA1H;CRHR1;CRHR2;CRHBP;CYP11A1;HSD3B2;PRKCB;KRT1;TBX19;GNAO1;POMC;NR4A1;CYP21A2;CYP11B1;KRT14;BCL2;GNB3;TCF4;GNB5;RAF1;RAPGEF3
WikiPathways_2024_Human	KCNQ2 Related Epilepsies WP5360	7/19	6.922623e-02	7.466578e-01	0	0	2.319676e+00	6.194406e+00	BACE1;P2RY1;KCNQ2;ITPR1;AGTR1;ANK3;SCN1B
WikiPathways_2024_Human	Small Ligand GPCRs WP247	7/19	6.922623e-02	7.466578e-01	0	0	2.319676e+00	6.194406e+00	PTGFR;PTGIR;CNR1;PTGER3;LPAR1;S1PR1;S1PR3
WikiPathways_2024_Human	Dengue 2 Interactions With Complement And Coagulation Cascades WP3896	17/59	7.009440e-02	7.466578e-01	0	0	1.610558e+00	4.280723e+00	CFD;C1S;CFH;C1R;CFI;TFPI;CLU;SERPINA5;C4B;F8;F9;C6;C7;MASP2;MASP1;KLKB1;CFB
WikiPathways_2024_Human	Vitamin A And Carotenoid Metabolism WP716	13/43	7.578616e-02	7.957546e-01	0	0	1.723821e+00	4.447183e+00	ADH1A;CRABP1;RLBP1;RBP7;CYP26B1;ALDH1A1;RDH5;RARB;LRAT;BCO2;CD36;CYP2E1;RXRG
WikiPathways_2024_Human	Acetaminophen In Analgesia And Antipyresis WP5444	4/9	8.705522e-02	8.886887e-01	0	0	3.180289e+00	7.763761e+00	KCNQ2;TRPV1;CACNA1H;PTGS1
WikiPathways_2024_Human	Benzo A Pyrene Metabolism WP696	4/9	8.705522e-02	8.886887e-01	0	0	3.180289e+00	7.763761e+00	AKR1C1;CYP1A1;AKR1C2;CYP3A4
WikiPathways_2024_Human	15Q13 3 Copy Number Variation Syndrome WP4942	7/20	8.870242e-02	8.930997e-01	0	0	2.141105e+00	5.186760e+00	ARHGAP11B;GOLGA8R;KAT2B;GRM6;GOLGA8H;OTUD7A;GOLGA8O
