Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	5/199	9.818890e-01	9.999785e-01	0	0	4.593362e-01	8.395281e-03	GLIPR2;SYT11;PRAF2;NOP2;FLT3LG
MSigDB_Hallmark_2020	Estrogen Response Early	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	SYNGR1;HSPB8;SEMA3B;PGR;NBL1
MSigDB_Hallmark_2020	Myc Targets V1	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	EIF4A1;PSMA6;PSMA2;PCBP1;RPS10
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	MFAP5;TPM2;MYL9;PDLIM4;MYLK
MSigDB_Hallmark_2020	Xenobiotic Metabolism	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	MPP2;DDT;NINJ1;DHPS;PTGDS
MSigDB_Hallmark_2020	Glycolysis	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	CHST12;MXI1;B3GALT6;ALDOA;CACNA1H
MSigDB_Hallmark_2020	KRAS Signaling Dn	5/200	9.825395e-01	9.999785e-01	0	0	4.569562e-01	8.049173e-03	GDNF;MYOT;KCNMB1;NGB;SLC25A23
MSigDB_Hallmark_2020	Unfolded Protein Response	2/113	9.843846e-01	9.999785e-01	0	0	3.216259e-01	5.061957e-03	EIF4A1;ASNS
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	1/87	9.912098e-01	9.999785e-01	0	0	2.076396e-01	1.833268e-03	IL10RB
MSigDB_Hallmark_2020	G2-M Checkpoint	4/200	9.943568e-01	9.999785e-01	0	0	3.633351e-01	2.056195e-03	PURA;MEIS1;CDKN2C;FOXN3
MSigDB_Hallmark_2020	Interferon Gamma Response	4/200	9.943568e-01	9.999785e-01	0	0	3.633351e-01	2.056195e-03	RNF31;EIF4E3;PSMA2;SSPN
MSigDB_Hallmark_2020	Protein Secretion	1/96	9.946191e-01	9.999785e-01	0	0	1.878788e-01	1.013685e-03	SSPN
MSigDB_Hallmark_2020	Interferon Alpha Response	1/97	9.949047e-01	9.999785e-01	0	0	1.859119e-01	9.496952e-04	RNF31
MSigDB_Hallmark_2020	TNF-alpha Signaling via NF-kB	3/200	9.986245e-01	9.999785e-01	0	0	2.708464e-01	3.727995e-04	CEBPD;NINJ1;EIF1
MSigDB_Hallmark_2020	Inflammatory Response	3/200	9.986245e-01	9.999785e-01	0	0	2.708464e-01	3.727995e-04	GABBR1;LPAR1;VIP
MSigDB_Hallmark_2020	E2F Targets	1/200	9.999785e-01	9.999785e-01	0	0	8.919598e-02	1.920410e-06	CDKN2C
