Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	Burn Wound Healing WP5055	21/74	1.783068e-04	1.134680e-02	0	0	2.817126e+00	2.431745e+01	PDGFRB;TGFB2;CXCL8;AMBP;MMP1;EGF;MMP2;CXCR4;CXCL1;INHBA;MMP9;ICAM1;COL1A1;SCEL;COL1A2;IL1B;CXCR2;TIMP1;FGFR4;S100A11;KRT6A
WikiPathways_2024_Human	Epithelial To Mesenchymal Transition In Colorectal Cancer WP4239	36/160	2.480682e-04	1.447064e-02	0	0	2.068400e+00	1.717146e+01	NOTCH3;TMPRSS4;WNT8B;FZD10;CLDN2;CLDN1;DLL3;FOXQ1;WNT11;WNT2;DSP;WNT10A;TGFB2;JUP;GDF15;MMP2;WNT7B;WNT5A;FN1;WNT7A;PROX1;MMP9;MAPK13;CLDN6;CLDN10;CLDN4;CLDN9;CLDN14;ID1;CLDN12;PKP2;PKP1;CLDN18;ITGA5;CLDN16;CRB3
WikiPathways_2024_Human	Chronic Hyperglycemia Impairment Of Neuron Function WP5283	15/46	2.820166e-04	1.518551e-02	0	0	3.436211e+00	2.808602e+01	PRKCG;MMP7;NOS2;MMP1;MMP2;MMP3;SORD;MMP8;MMP9;MMP10;MMP20;C3;MMP12;MMP11;MMP13
WikiPathways_2024_Human	Network Map Of SARS CoV 2 Signaling WP5115	51/254	3.136452e-04	1.568226e-02	0	0	1.792781e+00	1.446281e+01	IFITM3;IL21;IL22;CXCL6;IFITM1;STEAP3;CXCL9;CXCL8;SERPINE1;SERPINA10;CXCL1;CXCL13;CXCL3;CXCL2;IFI44L;CXCL5;GTSE1;JUNB;DUSP1;SIGMAR1;APOA2;FOS;IL1A;IFNG;OAS2;IL1B;BIRC5;SKAP1;CARD11;CEBPB;IFI6;CPN1;TRPM2;CXCR2;CCL4;EIF4EBP1;CCL3;CCL1;FAM83A;EGR1;CCL22;CCL20;FN1;GGH;AGT;BST2;CXCL10;CDK1;CCL26;PF4;IL17A
WikiPathways_2024_Human	Prostaglandin Signaling WP5088	12/33	3.659310e-04	1.707678e-02	0	0	4.055382e+00	3.209050e+01	CXCL10;IL1A;CXCL9;CXCL8;IFNG;IL1B;CCL3;CXCL1;IL17F;AREG;MMP9;IL17A
WikiPathways_2024_Human	SARS CoV 2 Innate Immunity Evasion And Cell Immune Response WP5039	18/66	8.474371e-04	3.707537e-02	0	0	2.663720e+00	1.884127e+01	CXCL6;CXCL9;IFITM1;CSF2;CXCL8;CXCL17;CXCL1;PPBP;CXCL13;CXCL3;CXCL2;CXCL5;CXCL10;CXCL11;CXCR2;CCL4;CCL3;PF4
WikiPathways_2024_Human	Oxidation By Cytochrome P450 WP43	17/63	1.328177e-03	5.468964e-02	0	0	2.624349e+00	1.738355e+01	CYP2J2;CYB5B;CYP4F2;CYP51A1;CYP4F3;CYP4F8;CYP4F11;CYP39A1;CYP27B1;CYP26A1;CYP2W1;CYP4X1;CYP2B6;CYP24A1;CYP2S1;CYP20A1;CYP2F1
WikiPathways_2024_Human	Type II Interferon Signaling WP619	12/38	1.545287e-03	6.009451e-02	0	0	3.274565e+00	2.119477e+01	SOCS3;CXCL10;CXCL9;SOCS1;NOS2;IFNG;IL1B;REG1A;IFI6;IRF8;ICAM1;PSMB9
WikiPathways_2024_Human	Selective Expression Of Chemokine Receptors T Cell Polarization WP4494	10/29	1.793175e-03	6.606435e-02	0	0	3.732620e+00	2.360422e+01	TGFB2;CSF2;IFNG;CXCR3;CCL4;CCL3;CXCR4;IL12B;CCR4;CCR3
WikiPathways_2024_Human	Osteoarthritic Chondrocyte Hypertrophy WP5373	14/50	2.359302e-03	8.257557e-02	0	0	2.759785e+00	1.669502e+01	CEBPB;DIO2;FOS;COL1A1;ACAN;COL3A1;MMP13;IBSP;SPP1;COL10A1;SOX9;FGFR4;JUNB;FGF23
WikiPathways_2024_Human	Mammary Gland Development Pathway Puberty Stage 2 Of 4 WP2814	6/13	2.836613e-03	9.455376e-02	0	0	6.073162e+00	3.561997e+01	CCND1;EGF;MYC;FN1;TIMP1;AREG
WikiPathways_2024_Human	Metapathway Biotransformation Phase I And II WP702	36/183	3.180641e-03	1.012022e-01	0	0	1.742466e+00	1.002035e+01	HS6ST2;SULT1C3;CYP27B1;SULT1C2;CYP2B6;CYP4X1;SULT1E1;CHST13;GAL3ST2;CYP2F1;SULT2A1;UGT1A6;CYP2J2;GPX2;GLYATL1;GSTO2;CYP4F2;GSS;CYP4F3;CYP51A1;AKR1C4;CYP4F8;CYP4F11;BAAT;HS3ST4;HS3ST1;CYP39A1;SULT2B1;CYP26A1;CYP2W1;CYP24A1;CYP2S1;CYP20A1;UGT2B4;CHST4;UGT2B7
WikiPathways_2024_Human	Hair Follicle Development Organogenesis Part 2 Of 3 WP2839	10/32	4.077988e-03	1.158610e-01	0	0	3.223074e+00	1.773384e+01	BMP4;EDAR;SHH;CCND1;FOXI3;MYC;GJB6;LEF1;WNT5A;INHBA
WikiPathways_2024_Human	Mammary Gland Development Pathway Involution Stage 4 Of 4 WP2815	5/10	4.272343e-03	1.158610e-01	0	0	7.083300e+00	3.864360e+01	SOCS3;MYC;E2F1;CHI3L1;MMP9
WikiPathways_2024_Human	Sulfatase And Aromatase Pathway WP5368	6/14	4.447562e-03	1.158610e-01	0	0	5.313714e+00	2.877588e+01	SLCO1B1;SULT1E1;SLCO4A1;HSD3B1;SLCO1A2;SLCO1B3
WikiPathways_2024_Human	Osteoblast Signaling WP322	6/14	4.447562e-03	1.158610e-01	0	0	5.313714e+00	2.877588e+01	PDGFRB;COL1A1;IBSP;TNFSF11;TNFRSF11B;FGF23
WikiPathways_2024_Human	IL26 Signaling WP5347	13/48	4.564879e-03	1.158610e-01	0	0	2.634958e+00	1.420075e+01	CSF2;CXCL8;CCL20;MMP1;IL20RA;MMP9;ICAM1;SOCS3;DCSTAMP;IL1B;TNFSF11;DEFB4A;IL17A
WikiPathways_2024_Human	Markers Of Kidney Cell Lineage WP5236	15/59	4.634441e-03	1.158610e-01	0	0	2.419167e+00	1.300119e+01	PDGFRB;FOXD1;EYA1;WNT5A;SIX1;HNF1A;AXIN2;BMP7;PAX2;BMP4;NPHS1;HNF4A;LHX1;TLX1;REN
WikiPathways_2024_Human	Development Of Ureteric Derived Collecting System WP5053	15/60	5.486086e-03	1.253665e-01	0	0	2.365273e+00	1.231252e+01	ROBO2;TGFB2;EYA1;SIX1;CELSR1;ETV4;BMP7;PAX2;BMP4;SHH;MYCN;WNT11;CCND1;LHX1;ANOS1
WikiPathways_2024_Human	2Q13 Copy Number Variation Syndrome WP5222	15/60	5.486086e-03	1.253665e-01	0	0	2.365273e+00	1.231252e+01	IL1RN;CSF2;CKAP2L;IL37;CXCL13;IL1A;SOCS3;ACOXL;SOCS1;IL36B;IL23A;IL1B;POLR1C;POLR2F;IL36RN
WikiPathways_2024_Human	Neural Crest Differentiation WP2064	22/101	5.551947e-03	1.253665e-01	0	0	1.977827e+00	1.027206e+01	NOTCH3;MSX2;PAX3;AXIN2;ZIC5;BMP7;CDH7;DLL3;BMP4;DMBX1;GJB1;GBX2;LHX2;PAX7;MYC;LHX1;FGF19;MYB;ID1;LHX5;SOX9;MSX1
WikiPathways_2024_Human	Amino Acid Metabolism In Triple Negative Breast Cancer Cells WP5213	4/7	6.029523e-03	1.278990e-01	0	0	9.441660e+00	4.825715e+01	PSAT1;SLC1A5;SLC7A11;PSPH
WikiPathways_2024_Human	Cholesterol Biosynthesis With Skeletal Dysplasias WP4804	4/7	6.029523e-03	1.278990e-01	0	0	9.441660e+00	4.825715e+01	NSDHL;CYP51A1;DHCR24;DHCR7
WikiPathways_2024_Human	RAS And Bradykinin Pathways In COVID 19 WP4969	9/29	6.658966e-03	1.370964e-01	0	0	3.189915e+00	1.598719e+01	IL1A;CYP24A1;F12;IL1B;SERPINE1;SERPING1;REN;AGT;CPN1
WikiPathways_2024_Human	Nuclear Receptors Meta Pathway WP2882	54/314	7.664434e-03	1.532887e-01	0	0	1.479037e+00	7.204630e+00	SLC7A11;SLC6A4;THBD;CCND1;ZIC2;MYC;ENC1;IL12B;SLC39A8;TNS4;SLC39A2;JUNB;SLC39A4;SULT2A1;IGFBP1;IL11;ABCG8;ABCG5;GPX2;SLC6A18;SERPINB2;ABCC2;SLC6A14;SLC39A11;APOA2;SLC39A10;BAAT;PGD;SLC5A6;SLC7A5;ALDH3A1;SLC5A8;IFNG;IL1B;ADGRF4;UGT2B4;UGT2B7;EPHA2;ABHD2;SLC5A1;SLC6A20;SLCO1B1;CYP2B6;UGT1A6;EGR1;NQO1;TGFB2;CCL20;NR0B2;SLC6A6;SCD;FGF19;CDK1;S100P
WikiPathways_2024_Human	Dopaminergic Neurogenesis WP2855	9/30	8.486500e-03	1.650153e-01	0	0	3.037841e+00	1.448831e+01	DDC;SHH;GBX2;TH;EN2;EN1;MSX1;NEUROG2;FOXA2
WikiPathways_2024_Human	lncRNA In Canonical Wnt Signaling And Colorectal Cancer WP4258	20/93	9.177350e-03	1.704514e-01	0	0	1.944893e+00	9.123527e+00	WNT10A;WNT7B;WNT5A;TCF7;LEF1;WNT7A;FZD10;AXIN2;DKK1;NKD2;DKK4;SFRP4;WNT11;CCND1;PLAU;WIF1;MYC;RUVBL1;NOTUM;WNT2
WikiPathways_2024_Human	Retinoblastoma Gene In Cancer WP2446	19/87	9.253078e-03	1.704514e-01	0	0	1.983267e+00	9.287240e+00	TOP2A;CDT1;RFC3;SUV39H1;SMC2;MAPK13;TFDP1;CCND1;CCNE1;MYC;RPA3;POLE2;STMN1;CHEK1;MCM3;E2F1;CDK1;MCM4;SKP2
WikiPathways_2024_Human	Pre Implantation Embryo WP3527	14/58	9.891300e-03	1.775362e-01	0	0	2.256973e+00	1.041841e+01	TEAD4;EGR1;FOXD1;CDX2;IRX5;AQP9;HMGA1;AQP3;ZAR1;FOXQ1;DNMT3L;SIX3;ZFP42;NKX2-1
WikiPathways_2024_Human	Spinal Cord Injury WP2431	24/119	1.046964e-02	1.820272e-01	0	0	1.794055e+00	8.179590e+00	RTN4R;EGR1;CXCL8;NOS2;CXCL1;FOS;KLK8;CXCL2;MMP9;ICAM1;MMP12;BCAN;CXCL10;IL1A;ACAN;CCND1;PRB1;IFNG;MYC;IL1B;PRB2;CDK1;E2F1;SOX9
WikiPathways_2024_Human	Wnt Beta Catenin Signaling In Leukemia WP3658	8/26	1.092163e-02	1.820272e-01	0	0	3.149618e+00	1.422685e+01	CCND1;JUP;WIF1;MYC;SALL4;LEF1;AXIN2;DKK1
WikiPathways_2024_Human	Cytokines And Inflammatory Response WP530	8/26	1.092163e-02	1.820272e-01	0	0	3.149618e+00	1.422685e+01	IL11;IL1A;CSF2;IFNG;IL1B;IL12B;CXCL1;CXCL2
WikiPathways_2024_Human	DNA Replication WP466	11/42	1.138829e-02	1.853908e-01	0	0	2.515802e+00	1.125864e+01	CDT1;RFC3;ORC6;DBF4;POLE2;RPA3;POLD2;MCM3;MCM4;MCM10;MCM5
WikiPathways_2024_Human	Development And Heterogeneity Of The ILC Family WP3893	9/32	1.325016e-02	2.107980e-01	0	0	2.773364e+00	1.199132e+01	IL22;BCL11B;IFNG;IL23A;IL1B;IL12B;HNF1A;AREG;IL17A
WikiPathways_2024_Human	Blood Clotting Cascade WP272	7/22	1.399325e-02	2.176728e-01	0	0	3.306327e+00	1.411530e+01	F7;SERPINB2;VWF;PLAU;F12;SERPINE1;F5
WikiPathways_2024_Human	ncRNAs In Wnt Signaling In Hepatocellular Carcinoma WP4336	18/85	1.517870e-02	2.309802e-01	0	0	1.906261e+00	7.983160e+00	WNT10A;WNT7B;WNT5A;TCF7;LEF1;WNT7A;FZD10;DKK1;NKD2;DKK4;SFRP4;WNT11;CCND1;PLAU;WIF1;MYC;NOTUM;WNT2
WikiPathways_2024_Human	Genes Controlling Nephrogenesis WP4823	11/44	1.619359e-02	2.371897e-01	0	0	2.363059e+00	9.743223e+00	ROBO2;PDGFRB;SHH;FOXD1;EYA1;NPHS1;LHX1;SIX1;CXCR4;ETV4;PAX2
WikiPathways_2024_Human	Mammary Gland Development Pregnancy And Lactation Stage 3 Of 4 WP2817	9/33	1.626444e-02	2.371897e-01	0	0	2.657655e+00	1.094628e+01	CEBPA;TTC9;CEBPB;GJB2;CCND1;MYC;ELF5;TNFSF11;PRLR
WikiPathways_2024_Human	Interactions Of Natural Killer Cells In Pancreatic Cancer WP5092	8/28	1.735914e-02	2.472128e-01	0	0	2.834332e+00	1.148935e+01	CSF2;IFNG;MYC;NCR3LG1;CCL4;CCL3;GZMB;CCL1
WikiPathways_2024_Human	Urea Cycle And Related Diseases WP4571	4/9	1.768540e-02	2.472128e-01	0	0	5.664349e+00	2.285574e+01	SLC25A15;CPS1;ASS1;OTC
WikiPathways_2024_Human	Purine Metabolism And Related Disorders WP4224	7/23	1.801122e-02	2.472128e-01	0	0	3.099504e+00	1.244997e+01	PNP;ATIC;PPAT;MOCOS;HPRT1;PAICS;APRT
WikiPathways_2024_Human	Pleural Mesothelioma WP5087	69/437	1.998791e-02	2.690680e-01	0	0	1.335149e+00	5.223943e+00	CSF2;WWC1;CXCL1;LAMC2;FZD10;AREG;FGF3;CXCL5;BBC3;CDH7;CDH3;PRB1;CCND1;MDK;PLAU;MYC;PRB2;TEAD4;PDGFRB;MMP2;WNT5A;MMP3;KIF23;DKK1;MMP9;DKK4;SLC7A5;SFRP4;PLCB4;TNNT1;CCNE1;IL1B;CDH16;AJUBA;MET;CDH17;IDO1;DSC3;EPHA2;UHRF1;TCF7;LEF1;EFNA4;WNT11;TERT;WIF1;CCL4;EIF4EBP1;E2F1;FGF20;PAK6;FGF23;WNT2;CTHRC1;WNT10A;LAMB3;CDKN2A;EGF;WNT7B;FN1;WNT7A;EFNA1;CXCL10;EFNA3;EFNA2;FGF19;NOTUM;FGFR4;MAD2L1
WikiPathways_2024_Human	Bladder Cancer WP2828	10/40	2.136367e-02	2.726692e-01	0	0	2.362507e+00	9.086351e+00	CXCL8;CCND1;CDKN2A;EGF;MMP1;MYC;MMP2;E2F1;UPK3A;MMP9
WikiPathways_2024_Human	Cell Cycle WP179	23/120	2.143949e-02	2.726692e-01	0	0	1.682974e+00	6.466863e+00	TGFB2;CDKN2A;CDC25C;PKMYT1;CDC20;ORC6;RBL1;DBF4;TFDP1;CCND1;PTTG1;CCNE1;MYC;CHEK2;CHEK1;CDK1;MCM3;E2F1;MCM4;SFN;MCM5;SKP2;BUB1
WikiPathways_2024_Human	Regulation Sister Chromatid Sep At Meta-Anaphase Transition WP4240	5/14	2.219480e-02	2.726692e-01	0	0	3.934268e+00	1.498129e+01	CDC20;CENPE;PTTG1;BUB1;MAD2L1
WikiPathways_2024_Human	Codeine And Morphine Metabolism WP1604	5/14	2.219480e-02	2.726692e-01	0	0	3.934268e+00	1.498129e+01	SLCO1B1;ABCC2;UGT2B4;UGT2B7;UGT1A6
WikiPathways_2024_Human	Kynurenine Pathway And Links To Cell Senescence WP5044	7/24	2.277489e-02	2.726692e-01	0	0	2.917014e+00	1.103243e+01	KLF5;TDO2;IFNG;EIF2AK1;QPRT;ACMSD;IDO1
WikiPathways_2024_Human	IL1 And Megakaryocytes In Obesity WP2865	7/24	2.277489e-02	2.726692e-01	0	0	2.917014e+00	1.103243e+01	IFNG;IL1B;TIMP1;PLA2G7;MMP9;CCR3;ICAM1
WikiPathways_2024_Human	G1 To S Cell Cycle Control WP45	14/64	2.305937e-02	2.726692e-01	0	0	1.985455e+00	7.484535e+00	CDKN2A;TFDP1;ORC6;CCND1;CCNE1;MYC;CREB3L1;POLE2;RPA3;MCM3;E2F1;CDK1;MCM4;MCM5
WikiPathways_2024_Human	Macrophage Stimulating Protein MSP Signaling WP5353	21/108	2.337164e-02	2.726692e-01	0	0	1.712840e+00	6.433825e+00	PDGFRB;DUSP4;EGR1;CSF2;CXCL8;DUSP1;FN1;SIX1;CXCL1;FOS;CLDN1;NR0B2;CXCL2;MMP9;CXCL5;SOCS3;CXCL10;SOCS1;IBSP;SLPI;IL1B
WikiPathways_2024_Human	Dengue 2 Interactions With Complement And Coagulation Cascades WP3896	13/59	2.639940e-02	3.006327e-01	0	0	2.003598e+00	7.281906e+00	VWF;SERPIND1;F12;SERPINE1;APOA2;F5;C3;THBD;F7;PROC;PLAU;SERPING1;CD55
WikiPathways_2024_Human	Liver X Receptor Pathway WP2874	4/10	2.662746e-02	3.006327e-01	0	0	4.720022e+00	1.711391e+01	ABCG8;ABCG5;CYP2B6;SCD
WikiPathways_2024_Human	Let 7 Inhibition Of ES Cell Reprogramming WP3299	3/6	2.842898e-02	3.158776e-01	0	0	7.078384e+00	2.520150e+01	TRIM71;EGR1;MYC
WikiPathways_2024_Human	Metabolic Reprogramming In Colon Cancer WP4290	10/42	2.953018e-02	3.178683e-01	0	0	2.214597e+00	7.800569e+00	RPIA;SHMT2;PSAT1;PPAT;SLC1A5;ALDOB;PGD;SLC16A3;PAICS;PSPH
WikiPathways_2024_Human	Lipid Metabolism In Senescent Cells WP5149	6/20	2.990913e-02	3.178683e-01	0	0	3.035368e+00	1.065290e+01	PLA2G2D;PLA2G12B;PLA2G4D;PLA2G4E;PLA2G3;PLA2G7
WikiPathways_2024_Human	COVID 19 Adverse Outcome Pathway WP4891	5/15	2.997044e-02	3.178683e-01	0	0	3.540639e+00	1.241895e+01	CXCL10;CXCL8;IL1B;CCL3;AGT
WikiPathways_2024_Human	Gastric Cancer Network 2 WP2363	8/31	3.152622e-02	3.293785e-01	0	0	2.464214e+00	8.518629e+00	TOP2A;RFC3;UBE2C;DSCC1;MYC;UBE2T;ATAD2;LMNB2
WikiPathways_2024_Human	Chemokine Signaling WP3929	29/165	3.236669e-02	3.331865e-01	0	0	1.513805e+00	5.193299e+00	CXCL9;CXCR4;ADCY1;CXCL13;CXCL3;CXCL5;GRK1;GNGT1;GNG4;CXCR3;CCL4;CXCR2;CCL3;CCR8;CCL1;CCR4;CCL17;CCR3;VAV3;CCL25;CCL24;CCL22;CCL20;PPBP;CXCL10;CXCL11;PLCB4;CCL26;PF4
WikiPathways_2024_Human	Nicotine Effect On Dopaminergic Neurons WP1602	6/21	3.760933e-02	3.782087e-01	0	0	2.832848e+00	9.293166e+00	DDC;CDK5;TH;CHRNA6;PPP1R1B;DRD2
WikiPathways_2024_Human	Iron Metabolism In Placenta WP2007	4/11	3.782087e-02	3.782087e-01	0	0	4.045502e+00	1.324859e+01	STEAP3;HEPHL1;TFR2;SLC40A1
WikiPathways_2024_Human	Sulfation Biotransformation Reaction WP692	5/16	3.926154e-02	3.870856e-01	0	0	3.218579e+00	1.042018e+01	SULT1C3;SULT2B1;SULT1C2;SULT1E1;SULT2A1
WikiPathways_2024_Human	N Glycan Biosynthesis WP5153	12/57	4.414008e-02	4.197217e-01	0	0	1.889916e+00	5.897270e+00	DPM2;ST6GAL1;RPN2;MAN2A1;MGAT5;ALG5;RPN1;SRD5A3;PMM2;ALG3;ALG1;DDOST
WikiPathways_2024_Human	mRNA Protein And Metabolite Inducation Pathway By Cyclosporin A WP3953	3/7	4.522860e-02	4.197217e-01	0	0	5.308485e+00	1.643520e+01	SLC7A5;SLC1A5;SLC7A11
WikiPathways_2024_Human	Kinin Kallikrein Pathway WP5089	3/7	4.522860e-02	4.197217e-01	0	0	5.308485e+00	1.643520e+01	F12;SERPING1;CPN1
WikiPathways_2024_Human	Aryl Hydrocarbon Receptor Pathway WP2873	10/45	4.556978e-02	4.197217e-01	0	0	2.024427e+00	6.252464e+00	IGFBP1;NQO1;ALDH3A1;SLC7A5;SERPINB2;IFNG;IL1B;IL12B;JUNB;UGT1A6
WikiPathways_2024_Human	TROP2 Regulatory Signaling WP5300	10/45	4.556978e-02	4.197217e-01	0	0	2.024427e+00	6.252464e+00	MMP13;CCND1;MDK;CDKN2A;CCNE1;CHEK1;TACSTD2;FN1;ITGA5;CLDN1
WikiPathways_2024_Human	Complement And Coagulation Cascades WP558	12/58	4.962296e-02	4.400741e-01	0	0	1.848725e+00	5.552279e+00	C3;THBD;F7;PROC;VWF;SERPIND1;PLAU;F12;SERPINE1;SERPING1;CD55;F5
WikiPathways_2024_Human	Metabolic Pathway Of LDL HDL And TG Including Diseases WP4522	5/17	5.011665e-02	4.400741e-01	0	0	2.950195e+00	8.831121e+00	SCARB1;MTTP;LIPG;APOA2;PCSK9
WikiPathways_2024_Human	IL19 Signaling WP5422	7/28	5.030581e-02	4.400741e-01	0	0	2.360853e+00	7.058087e+00	COL1A1;SOCS1;MMP1;IL20RA;CXCR4;IL19;MUC5AC
WikiPathways_2024_Human	Bile Acid Synthesis And Enterohepatic Circulation WP4389	4/12	5.130690e-02	4.400741e-01	0	0	3.539612e+00	1.051240e+01	ABCG8;ABCG5;FGF19;FGFR4
WikiPathways_2024_Human	Enterohepatic Circulation Of Bile Acids WP5396	4/12	5.130690e-02	4.400741e-01	0	0	3.539612e+00	1.051240e+01	SLCO1B1;ABCC2;FABP6;SLCO1B3
WikiPathways_2024_Human	Polycystic Kidney Disease Pathway WP2571	16/84	5.155154e-02	4.400741e-01	0	0	1.668084e+00	4.946159e+00	SLC12A2;WNT10A;EGF;WNT7B;WNT5A;WNT8B;WNT7A;FZD10;FOS;SFRP4;WNT11;CCND1;MYC;KCNN4;WNT2;CFTR
WikiPathways_2024_Human	Adipogenesis WP236	23/131	5.263160e-02	4.438809e-01	0	0	1.510606e+00	4.447886e+00	CEBPA;CEBPB;IRS1;SERPINE1;GTF3A;HMGA1;OSM;GATA4;HNF1A;PRLR;AGPAT2;AGT;BMP4;SFRP4;SOCS3;CYP26A1;SOCS1;RBL1;KLF5;SCD;E2F1;PNPLA3;TRIB3
WikiPathways_2024_Human	FGF23 Signaling In Hypophosphatemic Rickets Related Disorders WP4790	6/23	5.650803e-02	4.709002e-01	0	0	2.499286e+00	7.181380e+00	CYP27B1;CYP24A1;GALNT3;CCND1;SPP1;FGF23
WikiPathways_2024_Human	Wnt Signaling WP428	20/113	6.273845e-02	5.099644e-01	0	0	1.524887e+00	4.222078e+00	PRKCG;WNT10A;WNT7B;WNT5A;TCF7;LEF1;WNT7A;FZD10;DKK1;NKD2;DKK4;SFRP4;PLCB4;WNT11;CCND1;PLAU;WIF1;MYC;NOTUM;WNT2
WikiPathways_2024_Human	NRF2 Pathway WP2884	24/141	6.547605e-02	5.099644e-01	0	0	1.454872e+00	3.966085e+00	EGR1;NQO1;TGFB2;GPX2;SLC6A18;ABCC2;SLC6A14;SLC39A11;SLC39A10;SLC5A1;SLC7A11;PGD;SLC6A20;SLC6A4;SLC5A6;ALDH3A1;SLC6A6;SLC5A8;SLC39A8;SLC39A2;SLC39A4;UGT2B7;EPHA2;UGT1A6
WikiPathways_2024_Human	Non Classical Role Of Vitamin D WP5133	3/8	6.583654e-02	5.099644e-01	0	0	4.246545e+00	1.155307e+01	CYP27B1;REN;AGT
WikiPathways_2024_Human	Serine Metabolism WP4688	3/8	6.583654e-02	5.099644e-01	0	0	4.246545e+00	1.155307e+01	PSAT1;SHMT2;PSPH
